polarity,phrase,rating
neg,large suitcase,9
neg,machine dryer,9
neg,dish shelf,9
pos,beautiful place stay,9
pos,easy access lock box,9
pos,time travel,9
pos,mobile phone access,9
pos,belgium,9
pos,key lot room bedroom floor bathroom,9
pos,nice set garden,9
pos,lovely decor,9
pos,easy walk town car park,9
pos,close travel adult child plenty space relax need kitchen meet host email problem communicate way,9
pos,print email instruction access house,9
pos,blossom bloom,9
pos,place stay bruge stay night stay,9
neg,funky good toilet shower,9
pos,entire hostel good atmosphere lot activity air hockey table location,9
pos,convenient metro minute,9
pos,minute walk city center,9
pos,separate shower toilet room book,9
pos,cleanliness breakfast,9
pos,choice breakfast hostel,9
pos,store luggage check roam,9
pos,staff,9
pos,spacious clean kitchen need pot pan tea coffee hr,9
pos,park station car park day cost euro min walk,9
pos,family room,7
pos,renovation location good minute walk city center minute walk local,7
pos,big supermarket,7
pos,personnel,7
pos,old friend hotel,7
neg,downstairs toilet need bit,9
pos,clean modern spacious bakery butcher road,9
pos,small supermarket,9
pos,close short walk centre,9
pos,owner s,10
pos,ready need information stay,10
pos,wonderful experience,10
pos,beautiful city,10
pos,lander,10
pos,easy contact helpful,10
pos,good location,8
pos,friendly staff,8
neg,room bit,9
neg,bad mattress hole curtain need,9
pos,room hotel,9
pos,hearty breakfast,9
pos,great location,9
neg,tiny night winter stay,9
neg,luggage people,9
neg,easy small corner shelve store clothe bathroom door door,9
neg,toilet room,9
neg,fleur,9
pos,charming traditional house,9
pos,bruges,9
pos,centre host,9
pos,load tip stay city breakfast,9
pos,hearty worth start day,9
pos,bedding,9
pos,comfortable host hold bag day,9
pos,bruge,9
pos,fleur,10
pos,friendly breakfast delicious,10
pos,good variety room cosy,10
pos,minute walk,10
pos,markt,10
pos,decent station attraction,10
pos,time stay hotel,10
pos,great location,10
pos,metro station,10
pos,underground,10
pos,center bar restaurant,10
pos,clean staff,10
neg,slow process reception,8
pos,great location walk distance heart,8
pos,minsk,8
pos,underground decent breakfast bath view square window,8
pos,late evening dinner,10
pos,common small hotel,10
pos,aspect room furbish,10
pos,clean good wine recommendation food,10
neg,bathroom comfy use need,8
neg,complete shower need,8
neg,foot challenge,8
neg,premise breakfast way package,8
neg,judge breakfast package way,8
pos,late evening staff reception,8
pos,friendly helpful,8
pos,breakfast package,8
pos,regular breakfast facility ok,8
pos,morning people,8
pos,exit room,8
pos,night dorm room room,8
pos,big locker work coin look,8
pos,clean hostel,8
pos,gare,8
pos,midi,8
neg,night entrance,9
pos,quality,10
pos,service cleanliness breakfast exquisite,10
pos,large selection meat cheese bread home jam presentation,10
pos,beautiful overall quality money pay,10
pos,basement breakfast,7
pos,central location,9
pos,clean staff pleasant,9
pos,english,9
pos,clean comfortable kitchen,10
pos,microwave stove oven plenty dish owner,10
pos,large bottle water fridge coffee pod tea,10
pos,beautiful yellow rose vase table owner gracious,10
pos,liège,10
neg,positive window,9
neg,open design,9
pos,nice owner,9
pos,equip villa,9
pos,nice garden,9
pos,close nice place possibility delivery,9
pos,nearby restaurant,9
neg,english visitor,8
neg,kettle coffee maker tea,8
neg,separate toilet shower ensuite awkward guest floor,9
neg,steep stair,9
neg,difficult tiny terrace outdoor space issue,9
pos,clean small kitchenette,9
pos,book etc comfy furniture,9
pos,excellent location walk bruge,9
pos,fantastic host,10
pos,food room,10
neg,shower room floor container,7
neg,stuff weird shower head shower room,7
pos,common area floor wifi,7
neg,dish region,8
neg,available nearby breakfast price,8
neg,eur,8
neg,shower cabin bath tub,8
neg,different time,8
pos,centre city,8
pos,old style hotel good sense facility need,8
pos,clean soft bed,10
pos,nice view terrace,10
pos,friendly host,10
neg,picky year,9
neg,tv,9
neg,setup bedroom need replicate room,9
pos,beautiful house,9
pos,amazing year,9
neg,kettle kitchen coffee maker,7
pos,hot water good shower,7
neg,property advertise,6
neg,bedroom bathroom,6
neg,hot tub fact bathroom shower,6
neg,main bedroom,6
neg,major problem group adult need use shower,6
neg,bedroom use bedroom attic,6
neg,fine child adult ft,6
neg,bed head,6
neg,eave wall bedroom wardrobe situate floor,6
neg,stair clothe need property advertise,6
neg,balcony city view terrace,6
neg,incorrect balcony property terrace,6
neg,plant pot,6
neg,advertisement property,6
neg,sound great facility stay,6
pos,lovely property minute walk centre downstair house,6
pos,lovely great little kitchen need stay,6
pos,big adult,6
pos,comfortable use bike,6
pos,nice touch use family,6
pos,young child house,6
pos,nice group adult work,6
pos,separate bathroom,6
pos,room immaculate,10
pos,comfy bed breakfast,10
pos,amazing choice,10
pos,owner helpful,10
pos,happy help,10
neg,sure staff bit,8
pos,superb,8
pos,spacious room,8
pos,clean bathroom bed ok breakfast ok,8
neg,room decor,7
neg,need work refresh design,7
neg,return ussr,7
pos,overall experience,7
pos,great location,7
pos,central breakfast bit,7
pos,belarus,7
pos,good quality plenty,7
pos,affordable place breakfast lunch dinner,7
pos,clean need,7
pos,coffee tea,9
pos,neighbourhood child appartment,9
pos,comfortable host,9
pos,nice comfort need owner,10
pos,super lovely helpful,10
pos,great location,9
pos,breakfast,9
pos,opportunity drink,9
neg,lack coat hanger toilet,8
pos,lounge charge possibility breakfast,8
neg,soft bed,8
neg,narrow bath,8
neg,expensive breakfast,8
pos,nice furniture style hotel,8
pos,honeymoon suite expectation aspect,10
pos,staff surprise wedding anniversary,10
pos,super friendly host,10
pos,jan sonja,10
pos,easy check,10
pos,quiet area,10
pos,large villa,10
pos,beautiful decoration accord time year,10
pos,huge garden jacuzzi sauna,10
pos,international tv channel bike,10
pos,lovely stay,10
pos,nice comfortable walk distance,10
pos,main square gun time,10
pos,great way,10
pos,new year,10
pos,friendly host,10
pos,impressive breakfast,10
neg,amsterdam,7
neg,common area,7
neg,poor water bed room shakey blanket pillow,7
neg,low quality,7
neg,good night sleep window soundproof lot noise street,7
pos,system good location,7
pos,friendly staff ok need,7
neg,fly breakfast food,9
pos,pristine,9
pos,present hotel,9
pos,friendly staff desk,9
pos,late checkout,9
pos,castillion,10
pos,superb location,10
pos,close sight bruge,10
pos,step hotel atmosphere,10
pos,comfortable room good size,10
pos,great facility,10
pos,staff look,10
pos,clean comfy,9
pos,clean room,9
pos,sufficient breakfast,9
pos,safe area,9
pos,lovely house,8
pos,lovely residential area,8
pos,equip lot space,8
pos,large patio jacuzzi garage sauna bicycle need,8
pos,nice kitchen induction hob dishwasher,8
pos,huge freezer,8
pos,thing wonder need,8
pos,toiletry soap,8
pos,liquid dishwasher tab load towel salt kitchen towel kitchen roll internet connection work,8
pos,strong wifi signal property owner,8
pos,reachable whatsapp,8
pos,host property,8
pos,time region,8
pos,return area,10
pos,pleasant stay,10
neg,hostel shower,7
pos,min walk key site minute walk,7
pos,central station,7
pos,decent locker space,7
pos,breakfast,7
pos,expectation lot communal space,7
pos,minsk,9
pos,hotel stay,9
pos,late night,9
pos,great hotel patron,9
pos,nice cozy place,9
pos,great bed silence,9
pos,breakfast,9
pos,fine owner,9
pos,wonderful woman advice restaurant cafe stay bruge,9
pos,amazing reasonable price,9
pos,superb character,10
pos,excellent location,10
pos,charming staff,10
neg,bathroom benefit fan,9
pos,new excellent condition,9
pos,clean lot space travel teenager,9
pos,appropriate family adult,9
pos,wifi,9
pos,excellent kitchen look,9
pos,nice touch coffee tea water biscuit,9
pos,clean good quality,9
pos,nice touch owner,9
pos,free shampoo shower,9
pos,free street,9
pos,door owner,9
pos,nice guy co operative property good value money family visit area,9
neg,room rd floor,8
neg,narrow stair,8
neg,suggestion tv,10
neg,lounge bedroom good tv movie selection,10
pos,wow place fault,10
pos,home base year onwards,10
pos,friendly host,8
pos,excellent breakfast,8
pos,clean accommodation,8
pos,location good,7
neg,complimentary access fitness center day,9
neg,long morning,9
pos,comfy bed good noise isolation good breakfast,9
pos,ideal location attentive,9
pos,quick staff,9
pos,friendly patient,9
pos,beautiful hotel,9
pos,enviable location,9
pos,friendly staff,9
pos,interior outstanding breakfast,9
pos,new comfortable perfect drive car,10
neg,window room,7
pos,beautiful property,10
pos,fresh coffee bottle water,10
pos,wifi,10
pos,traveller need,10
pos,superb,10
pos,great night sleep,10
pos,great location,10
pos,friendly host,10
pos,nice big room,10
neg,type bed,7
neg,black mold wall shower tile,8
pos,central location,8
pos,convenient business trip,8
pos,friendly stuff helpful,8
pos,retro style hotel good breakfast,8
pos,spacious room,8
pos,separate bathroom,8
pos,quiet hotel,8
pos,clean great value money owner,8
pos,friendly breakfast,8
pos,room good,8
neg,soviet ambience,9
neg,mind charm,9
neg,renovate hallway breakfast room day,9
pos,nice room,9
pos,comfortable king size bed comfy sheet bed bathroom,9
pos,modern renovate year guess,9
pos,nice clean room bathroom room floor,9
pos,great view window direction,9
pos,old city breakfast,9
pos,simple tasty,9
pos,convenient good value,9
pos,great place visit year lady run hotel,10
pos,good hotel,10
pos,bruge,10
neg,sleep window,8
pos,super friendly host,8
neg,noisy door room,8
pos,jan sonja,10
pos,nice show arrival villa,10
pos,hope,10
pos,perfect minute walk museum,9
pos,museum staff,9
pos,super friendly helpful breakfast,9
pos,drink tea coffee juice corn egg jam cheese type bread butter fruit,9
neg,good location,10
neg,nice stuff,10
pos,nice view room,10
neg,good work,9
pos,clean necessary facility,9
neg,breakfast price breakfast tasty egg ok,7
pos,huge soviet style hotel,7
pos,old fashion decoration,7
pos,use goverment business traveller stay hopelessness hotel,7
pos,vitebsk,7
pos,friendly nice room,8
neg,bathroom room seal door curtain bedroom,9
pos,clean room,9
pos,friendly staff minute walk heart borgloon,9
pos,breakfast,8
pos,good u choice dessert location,8
pos,lot pleasant stay,8
neg,breakfast bit,9
pos,city center,9
pos,nice room,9
pos,good price staff,9
neg,balen,9
neg,hallway bedroom kitchen,9
neg,room way,9
neg,hot year weather,9
neg,normal need airco,9
pos,nice host,9
pos,perfect villa,9
pos,villa,9
pos,big garden bike,9
pos,available free charge,9
pos,big nice jaccuzi,9
pos,bbq,9
pos,suitable kid allot,9
pos,indoor playground activity kid minute car,9
pos,villa,9
neg,breakfast option,9
neg,cereal couple fruit option,9
pos,manageable minute walk,9
pos,brussels,9
pos,central train station size room ensuite bathroom double room surprise,9
pos,great central location,8
pos,comfortable room,8
pos,great choice breakfast lot facility,8
pos,new bottle water day tour desk lady,8
pos,friendly helpful organise,8
pos,great day trip,8
pos,english,8
pos,minsk,8
pos,excellent breakfast,9
neg,free internet room,8
neg,surprising free internet lobby,8
neg,blr,8
neg,phone number,8
pos,room location city centre,8
pos,close main historical cultural place view window river,8
neg,corona check hour,9
neg,late check,9
neg,good time,9
pos,spacious clean excellent bed,9
pos,nice shower good breakfast,9
pos,nice host,9
pos,fleur,10
pos,great host hotel tidy cozy breakfast,10
pos,amazing location good,10
pos,markt,10
pos,minute walk hotel,10
pos,beautiful hotel excelente location,10
pos,old town staff,10
pos,helpful room,10
pos,clean huge comfortable bed,10
pos,amazing bathroom stay triple bedroom,10
pos,crowd lot space,10
pos,beautiful hotel,10
neg,person staff,6
neg,room morning permission,6
pos,breakfast ok essencial,6
pos,nice morning meal room,6
pos,ok room hostel check,6
pos,late nigt problem hostel min walk center e bike,6
pos,sheep place matter style room tis place,6
pos,excellent host,10
pos,care request,10
pos,arrival need clothe need,10
neg,stand fridge guest use,8
pos,spacious room,8
pos,clean accommodation attempt breakfast,8
pos,interesting staff,8
pos,friendly helpful,8
pos,location,10
neg,wifi,8
neg,good door signal reception desk,8
pos,show picture owner,8
pos,obvious room single bed,8
pos,fold couch,8
pos,bed hotel,8
pos,belgium nederland,8
pos,quiet location,8
pos,small farm,8
pos,clean neat,8
pos,small distance km,8
pos,delicious belgian specialty,8
pos,nice clean place,7
pos,special atmosphere good position view hotel good day,7
neg,pond water bathroom floor,8
pos,comfortable spacious apartment,8
pos,great breakfast,8
pos,ample amenity,8
neg,blanket sheet,10
neg,ideal beginning,10
neg,january,10
neg,huge issue deter stay,10
pos,hostess,10
pos,main attraction hotel,10
pos,final day,10
pos,train station,10
pos,free particular day,10
pos,beautiful interior decoration,10
pos,spacious room,10
neg,uncomfortable bed,7
pos,location breakfast,7
neg,light bathroom shower,8
pos,night hostel,8
pos,person picture room share area spic span,8
pos,easy walk,8
pos,brussels,8
pos,central grand palace,8
pos,min walk metro station,8
pos,nice comfort room,8
pos,friendly people,10
pos,nice place,9
pos,dvina,9
pos,window staff hotel,9
pos,nice helpful food restaurant delicious time life girlfriend,9
pos,hotel plan visit,9
pos,vitebsk,9
pos,bed pillow,9
pos,extra comfy,9
neg,voice room,9
neg,weak point,9
pos,booked ny,9
pos,night day,9
pos,boutique hotel surround warmth cosine lady owner kind,9
pos,upper floor,9
pos,magnificent view,9
pos,old building clam relation traffic bathroom,9
pos,proper quality,9
pos,breakfast buffet good,7
neg,bit dirty bed mattress,7
neg,strange plastic breakfast,7
pos,price place need night stand,7
neg,breakfast day,7
pos,clean staff,7
neg,noise people return room drink,9
pos,clean comfortable refurbish,9
pos,slight retro soviet look,9
pos,tourist spot good minute walk train station,9
pos,large supermarket,9
pos,building staff reception,9
pos,cool check check,9
pos,vitebsk,9
pos,fantastic real gem,10
neg,space room,10
pos,beautiful room,10
pos,wonderful staff,10
pos,beautiful setting breakfast location superb attention detail,10
pos,great great background music lounge,10
pos,breakfast room,10
pos,special hotel experience,10
neg,shower shampoo,7
neg,soap bathroom battery,7
neg,warm switch night,7
pos,good clean hostel,7
pos,central city room,7
pos,night good breakfast verity product polite staff,7
pos,clean cap plate,7
pos,good location,9
pos,close train station metro line,9
pos,distance city center,9
pos,nice helpful staff good,9
pos,spacious room bathroom,9
pos,large locker,9
pos,free luggage store,9
pos,large common area,9
pos,courtyard good breakfast,9
pos,perfect breakfast herbal tea supet minestrone,8
neg,detail touch soviet epoch bathroom equipment,8
neg,common space,8
pos,good value money,8
pos,great location room,8
pos,normal necessary thing breakfast ok day time,8
pos,coffee,8
pos,good breakfast,8
pos,quiet little island comfort,10
pos,excellent quality product,10
pos,big room,10
pos,lovely rooftop terrace,10
neg,door bathroom,9
neg,real door slide door link room,9
pos,friendly helpful structure,9
pos,hotel heart,10
pos,brugge,10
pos,great location,10
pos,main square,10
pos,short walk canal tour staff,10
pos,pleasant helpful room,10
pos,nice pre drink head square,10
neg,door balcony,8
neg,safety room floor,8
pos,small facility good,8
pos,location hostel good,9
pos,close city center,9
pos,close train station etc double room,9
pos,large bathroom checkin,9
pos,free linen,9
pos,minute install towel,9
pos,free rent price,9
pos,breakfast,9
pos,ok pleasant surprise checkout specify,9
pos,morning evening,9
pos,paper bag item,9
pos,regular breakfast,9
pos,clean staff helpful,10
neg,lovely hotel,8
neg,caution stay floor step step walk problem issue bath,9
neg,minor grip,9
pos,lady run hotel,9
pos,special hotel,9
pos,great location,9
pos,main market minute walk list star hotel value pay,9
pos,hotel family,10
pos,own run,10
pos,beautiful bedroom entry level stay,10
pos,room relax peace century breakfast room breakfast experience,10
pos,worth look,10
pos,bruges,10
neg,internet floor awful card entry,7
pos,great big bathroom room wall mirror,7
pos,perfect nude selfie bathroom,7
neg,hostel atmosphere meet people,8
pos,clean breakfast,8
pos,good location,8
neg,run machine fitness room order,9
pos,location,9
pos,personal facility,9
pos,english,9
pos,hotel center,9
pos,nice accommodation,8
pos,friendly people design hotel,8
pos,special theme,8
pos,large room,8
neg,room towel,7
neg,previous resident,7
pos,breakfast good variety cheese ham turkey cake egg bed,7
pos,beautiful decor,10
pos,great location helpful,10
pos,courteous staff,10
pos,good location,7
neg,access kitchen fridge staffer store food fridge reception office,8
neg,normal fridge guest,8
neg,typical hostel,8
pos,big courtyard,8
pos,common area room,8
neg,expensive breakfast,10
pos,perfect location heart minsk,10
neg,narrow breakfast,7
neg,solid little narrow choice,7
pos,staff helpful,7
pos,breakfast superb,10
pos,lovely gorgeous,10
pos,big room,10
pos,lovely warm cosy hotel,10
pos,xmas,10
pos,attention detail,10
pos,goodbye breakfast,10
pos,fantastic kid,10
pos,piece stay time bruge,10
neg,electricity hour water,6
neg,personal care staff,6
neg,available day night guy,6
pos,staff receptionist,6
pos,friendly problem,6
neg,soap soap dispenser,7
pos,good breakfast location,7
neg,soft noisy,9
pos,fitness,9
pos,location room,9
neg,room door,8
neg,big annoyance,8
neg,issue breakfast good,8
pos,nice clean fact,8
pos,large staff helpful location,8
pos,great overall,8
pos,spa,9
pos,clean lovely host breakfast good value money,9
neg,price breakfast,9
neg,sure great complain,9
pos,comfortable great bed staff polite helpful location,9
pos,perfect minute walk belfort,9
pos,walkable bruge,9
pos,huge city,9
pos,good hostel price room,7
pos,nice bathroom,7
pos,good breakfast,7
pos,metro station attraction min walk,7
pos,noord,7
pos,decent hostel,9
pos,brussels,9
pos,city center,9
pos,eeverything,10
neg,old receptionist,6
neg,english,6
pos,staff,10
pos,amazing lot choice host helpful,9
neg,video installation fire,10
pos,great hotel,10
pos,lovely room,10
pos,breakfast,10
pos,breakfast,7
neg,pretty dirty,7
neg,street til night,7
pos,breakfast good option,7
pos,free thing,7
neg,old hotel need renovation ok,8
pos,good location walk,8
pos,restaurant street,8
pos,soviet style,9
pos,nice friendly staff good location,9
pos,close old town train bus station,9
pos,excellent respect,10
pos,lovely soft sleep atmosphere,10
neg,towel heater bathroom,9
neg,hot problem child touch,9
pos,beautiful hotel,9
pos,great service,9
neg,hostel lot,6
neg,behaviour guest,6
neg,power drunk guest,6
neg,room shouting,6
neg,fall bunk bed,6
pos,confortable bed room,6
pos,great variety food breakfast,6
neg,boil egg salt,7
neg,drink coffee,7
neg,low quality ham,7
neg,egg etc,7
neg,green tea bed,7
neg,small small person,7
neg,soft bit,7
neg,warm room,7
pos,staff,7
pos,location superclean facility room ok,7
neg,vegan,9
neg,free internet work option good connection,9
neg,byfly byn,9
neg,day day bit sneaky,9
pos,staff,9
pos,polite hotel,9
pos,clean comfy bed pleasant price restaurant,9
pos,complex menu,9
neg,wifi,7
neg,good sign time phone,7
neg,light sleeper,8
neg,ear plug,8
neg,main road,8
pos,lovely quaint family run hotel,8
pos,clean hostess helpful,8
pos,vibe boutique niche,10
pos,old school,10
neg,noisy room room outdate,7
pos,location staff,7
neg,hot bathroom,8
neg,shower dirty bunk bed,8
pos,great location minute centre,8
pos,friendly helpful staff good breakfast luggage room,8
pos,available need store suitcase check,8
neg,fri,10
neg,evening restaurant,10
neg,close function food,10
neg,bad practice,10
neg,close restaurant guest,10
pos,hotel high,10
pos,standard food good,10
neg,double bed,8
neg,big towel bed,8
pos,excellent location humble,8
pos,comfortable room,8
pos,superb hotel situate arabic area town minute walk tourist area,9
pos,staff,9
pos,breakfast,9
pos,delicious,9
pos,perfect excellent breakfast position,10
pos,helpful staff,10
pos,great location cosy,10
pos,comfortable excellent room,10
neg,clean trashbin room check,7
neg,flexible wait hour queue,7
neg,expensive ouh bed,7
neg,comfortable elevator,7
neg,price okay,7
pos,soymilk vegan marmalade fruit breakfast breakfast,7
pos,pretty okay hostel check,7
neg,room work trip room,8
neg,fine floor,8
neg,greenhouse conservatory,8
neg,glaze elevation,8
neg,tiny openable window heatwave,8
neg,impossible sleep manage room team,8
neg,poor night sleep room discount heat,8
pos,nice pleasant courtyard staff,8
pos,friendly cold water,8
pos,nice touch good area,8
pos,eurostar breakfast,8
neg,problem good,8
pos,excellent basic hotel good value money need,8
pos,old soviet atmosphere bed,8
pos,comfortable bathroom good good shower plenty,8
pos,hot water frill luxury price complaint,8
pos,vitebsk,8
neg,enjoyable wifi connection improvement,9
pos,practical location,9
pos,beautiful room sauna steamroom,9
pos,good matrass quietness,9
neg,departure morning,7
neg,sandwich surprise,7
neg,sound proof hallway room door slam,7
neg,noise car street,7
pos,nice bit,7
pos,cold window,7
pos,reason min walk city centre owner,7
pos,nice book taxi departure morning room,7
pos,sound proof hallway room door slam,7
pos,noise car street,7
pos,lovely exceptional attention detail,10
neg,bathroom cleanliness basin faucet need descale shower faucet,7
neg,dark place look,7
neg,kind unhealthy fungus,7
pos,helpfull staff,7
pos,great location min city center,7
pos,downstair breakfast lot choice,7
pos,staff service location,9
neg,ussr experience atmosphere design s improvement service point,7
neg,key,7
neg,open extra place pocket bathroom bathtub leak work,7
neg,special breakfast ticket time,7
neg,wifi,7
neg,password device pc,7
neg,xp,7
neg,need password,7
neg,valid day,7
neg,tiny shampoo sachet person,7
neg,shampoo visit hotel,7
pos,great location,7
pos,vitebsk,7
pos,center minute walk,7
pos,decent restaurant,7
pos,short walk,9
pos,eurostar,9
pos,train station,9
pos,midnight manage good night sleep,9
pos,fleur,8
pos,great host b area plan stay,8
pos,square experience,8
pos,actual city,8
pos,place detail local decoration people,10
pos,breakfast,10
pos,interior design,10
neg,trip room meaning charge phone morning waste lot time,8
neg,self cater kitchen facility,8
neg,bad feedback room self,8
pos,private bathroom,8
neg,couple night bed time,7
neg,new mattress,7
pos,distance train station,7
pos,town good price,7
neg,bad clean water drain,7
pos,nice design room,7
pos,quiet breakfast,7
neg,problem owner hotel,9
neg,course pay stay family room,9
neg,upstairs lift stair,9
neg,heavy luggage carefull,9
neg,owner case,9
neg,late arrival pm,9
pos,good breakfast,9
pos,jam owner hotel kind lady,9
pos,good information relate good restaurant attraction etc,9
pos,clean location,9
pos,perfect access,9
pos,brugge,9
pos,center couple minute walk,9
pos,old style good,9
pos,brugge,9
neg,staff helpful,8
pos,comfortable clean walk distance center min overall good property,8
neg,cold smoke lobby reception staff,7
neg,english,7
neg,fridge room,7
neg,super noisy,7
pos,nice room,7
pos,great location city centre view room floor,7
pos,friendly helpful staff,10
pos,great recommendable place stay,10
neg,tv work bathroom door closet door,7
neg,fall track time,7
neg,tv night,7
neg,blood mattress underneath,7
neg,fit sheet sock,7
neg,significant floor,7
pos,breakfast,7
pos,great location,7
pos,main market minute walk,7
pos,close bus station train station,7
pos,fleur,7
pos,easy talk helpful,7
pos,close restaurant honour,7
pos,pretty cool touch,7
neg,uncomfortable use,9
pos,beautiful little hotel,9
pos,great breakfast staff attentive,9
neg,wifi,9
pos,nostalgic feeling hotel location good,9
pos,close sight breakfast package bit incomprehensible good,9
neg,wonderful staff helpful,9
neg,sabri,9
neg,night hotel look,7
neg,stylish middle class town house,7
neg,xx,7
neg,century backyard garden,7
neg,lot truck pass shower toilette,7
neg,separate little ventilation bathroom,7
neg,large room,7
neg,elegant street,7
neg,room drawback conversion,7
neg,non existent,7
neg,common space hotel,7
neg,eur,7
neg,cash arrival,7
pos,ok stay,7
pos,bruge price internet expectation,7
pos,super fast simple use staff helpful,7
pos,english,7
pos,flamish,7
pos,course overall impression,7
pos,great location,10
neg,soap bathroom toilette room bathroom toilette share floor,8
pos,location,8
pos,train station flixbus,8
neg,euro desk,7
neg,whi euro,7
neg,bathroom floor need sweep shower curtain need bedroom,8
pos,breakfast,8
pos,great comfortable room,8
neg,hot use fan noisy,7
neg,towel shelf shower cabin,7
neg,squeaky,7
neg,bathroom door,7
pos,good breakfast helpful staff,7
pos,comfortable bed,7
pos,wonderful decor facility location,10
pos,friendly helpful staff breakfast good,10
neg,attention need pay room cleanliness,7
pos,central location good,7
pos,staff good breakfast,7
neg,hot air,7
pos,classic,7
pos,soviet era hotel,7
pos,vitebsk,7
pos,specious room,10
pos,great location feeling,10
neg,basin bathroom,6
neg,small hand basin bathroom door,6
pos,friendly staff,6
neg,small people,9
pos,good staff good facility good breakfast,9
pos,worth price,9
neg,hotel bit date,9
neg,comfort stay,9
pos,unbeatable staff,9
neg,interior design trendy classy bit,8
pos,big comfortable room facility attentionate service,8
neg,room floor,3
neg,proper elderly people room,3
neg,small water pressure bathroom,3
neg,low water setting,3
neg,day room,3
pos,breakfast,3
neg,hot room,8
neg,portable air conditioner,8
pos,amazing location good view,8
pos,balcony,8
pos,stylish hotel detail,9
pos,black white interior stylish,9
pos,personal photograph poster effect colour classy feeling personnel,9
pos,friendly helpful good breakfast,9
pos,nice roof terrace,9
neg,receptionist attentive,9
pos,breakfast fabulous organic product local belgian speciality,9
pos,reason stay hotel room,9
pos,quiet hotel walk distance gare du,9
pos,midi,9
pos,porte,9
pos,hal,9
pos,weekend min walk,9
pos,unbeatable price yes,9
pos,touristy visit,9
pos,chantillon,9
pos,brewery beer superb,9
pos,cute apartment beach centre,10
pos,ostend,10
pos,crowd apartment stylish,10
pos,comfortable kitchen equipment tableware,10
pos,great selection glass,10
pos,manage use type,10
pos,bavo,10
pos,available help,10
pos,friendly manner,10
pos,local fish traiteur good test host,10
pos,wrong case thermostat shower,10
pos,max,10
pos,impossible use host concierge team show reactiveness hand attitude,10
pos,workable shower,10
pos,bavo,10
pos,skill local supermarket,10
pos,step sand,10
pos,east overlook runway airport shelter sea breeze gale force,10
pos,lot sun step,10
pos,clean open lounge,10
pos,perfect family child need kitchen,10
pos,nice view balcony window plenty storage space carffoure supermarket min drive property plenty,10
pos,property floor,10
pos,winter balcony window shut time stay summer child mindful,10
pos,balcony property,10
pos,entry restaurant bit,10
pos,ostend,10
pos,bruge,10
pos,christmas,10
pos,festive minute drive,10
pos,host helpful,10
pos,bottle champagne arrival,10
pos,beautiful view floor,10
pos,comfortable need kitchen bathroom towel,10
pos,soft shower,10
pos,super nice apartment road beach,10
pos,child playground,10
pos,apartment good thing stay,10
neg,meat breakfast,10
pos,city center kind funny receptionist,10
pos,dirty noisy room,3
pos,bad hotel,3
neg,big owner cosy,7
neg,clean cosy time stay bbq dirt,7
pos,beautiful house,7
pos,close dinant friend,7
pos,nice place stay,7
neg,restaurant buffet corona fault hotel food,9
pos,great location,9
pos,friendly staff room cozy,9
pos,amazing staff,10
pos,nice helpful breakfast good breakfast bag checkout breakfast hour,10
neg,need walk,10
pos,comfortable place facilotie size bed green,10
pos,spa,10
neg,steep little dangerous small child,9
pos,quiet little house school,9
pos,dinant,9
pos,friendly willing help,9
neg,wifi connection room,8
neg,room upgrade isue,8
pos,lovely hotel,8
pos,nice room,8
neg,breakfast average,7
neg,quality choice,7
pos,location good center,7
pos,staff,7
neg,god noise horrible,5
neg,light sleeper,5
neg,good night alle reason,5
neg,book accommodation,5
pos,great place,5
pos,amazing staff helpful,10
pos,professional room,10
pos,perfect chill friend,9
pos,bbq garden host,9
pos,amazing kind,9
pos,luxurious room high,9
pos,comfortable bed,9
pos,clean room,9
pos,extra ordinary location time impact richness breakfast possibility,9
pos,nice evening,9
pos,rebook hotel,9
neg,old cigarette smoke,7
pos,happy location facility,7
pos,thing room,7
pos,old cigarette smoke,7
pos,breaker aspect,7
neg,access hostel shuttle bus,6
neg,difficult min walk,6
neg,rough area,6
neg,dangerous night toilet toilet paper,6
neg,receptionist complain breakfast,6
pos,bed dorm size good,6
neg,wi,10
pos,historical place century vibe r,10
pos,amazing room r,10
pos,spacious heater toom,10
pos,perfect location,10
pos,staff r,10
pos,fantastic location,8
pos,school host helpful,8
pos,nice cozy atmosphere,8
pos,comfortable setting,8
pos,easy access,8
neg,hotel reception suitcase stair reception area,7
neg,counter door room entrance lavatory,7
pos,old building,7
pos,fine diner,7
neg,old room,8
pos,night service need,8
neg,good value money,7
neg,day lack shower gel moment shampoo,7
pos,big room,7
pos,clean linen,7
pos,comfortable bed,7
neg,simple nice bath towel single room,9
pos,room end,9
pos,quiet room bathroom,9
pos,bathroom,9
pos,shower gel,9
pos,sleep hostel,9
neg,covid,9
neg,amenity time shorten inconvenient,9
pos,beautiful hotel,9
pos,friendly staff,9
neg,oay cash,8
pos,room tidy,9
pos,big ok breakfast,9
pos,super great coffee,9
neg,cold noisy neighbor,8
pos,location,8
pos,breakfast hotel staff,8
neg,bathroom bit,9
pos,staff,9
pos,friendly polite location ok,9
pos,available hotel entrance,9
neg,surround noise,9
neg,loud noise human,9
pos,room cleanliness location,9
pos,traditional charm,10
neg,comfort bed,7
pos,ideal,9
pos,combination visit connecterra,9
pos,terhills,9
pos,right flawless experience,9
pos,gorgeous room plenty space bed,9
pos,rival bed home,9
pos,breakfast,9
neg,bit oldish,7
